Date,High,Low,Open,Close,Volume,Adj Close
2015-12-31,152.1199951171875,150.6300048828125,151.72999572753906,150.63999938964844,1607100.0,135.08724975585938
2016-01-04,148.32000732421875,145.39999389648438,148.0500030517578,146.82000732421875,3277200.0,131.66163635253906
2016-01-05,147.5,145.61000061035156,146.82000732421875,147.4600067138672,2688100.0,132.23556518554688
2016-01-06,145.75999450683594,143.4199981689453,145.58999633789062,144.49000549316406,2997100.0,129.5721893310547
2016-01-07,143.1300048828125,140.6300048828125,142.52000427246094,140.97000122070312,3553500.0,126.41561889648438
2016-01-08,142.5,140.22000122070312,141.36000061035156,140.49000549316406,2664000.0,125.98519897460938
2016-01-11,141.42999267578125,139.41000366210938,140.97000122070312,140.4600067138672,2775500.0,125.95828247070312
2016-01-12,142.14999389648438,139.1300048828125,141.36000061035156,140.86000061035156,2363500.0,126.31697845458984
2016-01-13,142.19000244140625,138.5399932861328,140.88999938964844,138.72000122070312,2598300.0,124.39789581298828
2016-01-14,142.44000244140625,138.86000061035156,139.74000549316406,141.17999267578125,3720400.0,126.60392761230469
2016-01-15,140.10000610351562,137.2100067138672,138.3000030517578,138.69000244140625,4683500.0,124.37100982666016
2016-01-19,140.8000030517578,137.41000366210938,140.10000610351562,138.38999938964844,3399800.0,124.10197448730469
2016-01-20,137.75,134.63999938964844,136.9499969482422,136.9600067138672,4136300.0,122.81961059570312
2016-01-21,138.6699981689453,136.14999389648438,136.9600067138672,137.75999450683594,3355200.0,123.53701782226562
2016-01-22,140.42999267578125,138.0800018310547,140.13999938964844,139.52000427246094,2979100.0,125.11534881591797
2016-01-25,139.3699951171875,137.52999877929688,138.9600067138672,137.57000732421875,2805500.0,123.36666870117188
2016-01-26,145.02000427246094,140.3300018310547,141.7899932861328,144.77999877929688,5129100.0,129.83224487304688
2016-01-27,147.97000122070312,144.0500030517578,144.9499969482422,145.5500030517578,3596400.0,130.5227508544922
2016-01-28,147.83999633789062,145.22000122070312,146.16000366210938,147.32000732421875,3067400.0,132.11004638671875
2016-01-29,151.0,148.0,148.24000549316406,151.0,3993200.0,135.41006469726562
2016-02-01,149.7899932861328,148.10000610351562,149.3300018310547,148.72999572753906,2701500.0,133.37440490722656
2016-02-02,148.27999877929688,146.0500030517578,147.58999633789062,147.8699951171875,3581800.0,132.60321044921875
2016-02-03,152.85000610351562,148.9600067138672,149.36000061035156,152.52000427246094,5766800.0,136.77317810058594
2016-02-04,154.3800048828125,151.77999877929688,152.4199981689453,153.44000244140625,3458400.0,137.59815979003906
2016-02-05,153.8800048828125,151.82000732421875,153.1999969482422,153.47000122070312,3368500.0,137.6250457763672
2016-02-08,154.42999267578125,151.00999450683594,151.6300048828125,153.89999389648438,2505400.0,138.0106201171875
2016-02-09,155.75999450683594,152.4499969482422,152.9499969482422,154.74000549316406,2968400.0,138.76393127441406
2016-02-10,155.49000549316406,152.1199951171875,154.42999267578125,152.4499969482422,2911900.0,137.6981201171875
2016-02-11,152.0,149.0,149.91000366210938,150.6699981689453,3182200.0,136.09034729003906
2016-02-12,154.07000732421875,150.6699981689453,150.6699981689453,153.9600067138672,2292200.0,139.06202697753906
2016-02-16,155.89999389648438,154.25999450683594,155.0,155.52999877929688,2140600.0,140.48008728027344
2016-02-17,157.1300048828125,155.60000610351562,156.0,156.6199951171875,2156100.0,141.46463012695312
2016-02-18,156.97000122070312,155.97000122070312,156.35000610351562,156.77999877929688,2010200.0,141.60911560058594
2016-02-19,157.08999633789062,155.8699951171875,157.0,156.4499969482422,2121300.0,141.31105041503906
2016-02-22,158.47999572753906,156.4499969482422,156.4499969482422,157.6999969482422,2207600.0,142.44007873535156
2016-02-23,157.69000244140625,155.1699981689453,157.6300048828125,156.1699981689453,1922800.0,141.0581512451172
2016-02-24,157.6199951171875,153.63999938964844,154.83999633789062,157.22000122070312,1937800.0,142.00657653808594
2016-02-25,159.0,157.00999450683594,157.5399932861328,158.99000549316406,1718100.0,143.6052703857422
2016-02-26,159.5,158.0800018310547,159.14999389648438,158.27000427246094,1843700.0,142.9549560546875
2016-02-29,159.1199951171875,156.82000732421875,158.00999450683594,156.8699951171875,1993200.0,141.69044494628906
2016-03-01,159.6999969482422,157.61000061035156,158.75,159.58999633789062,2204100.0,144.14718627929688
2016-03-02,159.8800048828125,158.5399932861328,158.8800048828125,159.41000366210938,1807200.0,143.98458862304688
2016-03-03,159.69000244140625,158.50999450683594,159.41000366210938,159.3800048828125,1926000.0,143.95753479003906
2016-03-04,160.2899932861328,158.9199981689453,159.4600067138672,160.07000732421875,1766300.0,144.5807647705078
2016-03-07,160.57000732421875,158.1699981689453,159.97999572753906,160.57000732421875,2012800.0,145.03237915039062
2016-03-08,160.61000061035156,159.35000610351562,159.39999389648438,160.1999969482422,2020100.0,144.69818115234375
2016-03-09,160.77999877929688,159.52000427246094,160.5,160.08999633789062,1883000.0,144.59881591796875
2016-03-10,160.8000030517578,158.27999877929688,160.77000427246094,159.88999938964844,1875700.0,144.41815185546875
2016-03-11,162.0500030517578,160.64999389648438,161.13999938964844,161.8800048828125,1697200.0,146.21563720703125
